Implementasi Jaringan VPN untuk Mengurangi Biaya Komunikasi Menggunakan Metode EoIP Over PPTP Studi Kasus House Printing,"Perusahaan di bidang percetakan masih sangat dibutuhkan, meski dunia digital kini semakin berkembang pesat. Banyak korporasi masih membutuhkan media cetak sebagai penunjang untuk memenuhi kebutuhan perusahaan. House Printing adalah salah satu perusahaan di bidang percetakan yang masih berkembang, dengan perkembangan teknologi saat ini kebutuhan akses data tidak cukup dibebankan dengan akses lokal saja, sehingga dibutuhkannya struktur jaringan yang mampu mengakses data lebih cepat meski dengan jarak jauh sekalipun. Selain itu, koneksi jaringan yang dibutuhkanpun tidak ingin terpaku oleh salah satu provider saja. Sebagai perusahaan industri kreatif yang sedang berkembang dengan mengikuti perkembangan teknologi yang ada, House Printing memiliki tanggung jawab penuh untuk memberi layanan terbaiknya kepada para pelanggannya. Tidak hanya sekadar meliputi produk atau jasa yang ditawarkan, akan tetapi berkaitan dengan akses data dari kantor cabang ke kantor pusat atau sebaliknya. Terlebih dengan kondisi pandemi yang tak kunjung usai, yang mengharuskan karyawan bekerja dari rumah. Dengan file grafis yang memiliki ukuran kapasitas yang cukup besar, sangat menghambat kinerja perusahaan jika hanya transfer data melalui email saja. Selain itu menjadikan pelayanan perusahaan tidak efektif dan kurang memuaskan bagi pelanggan apabila terdapat gangguan jaringan dll, karena tidak dapat akses ke kantor pusat. Dengan menyesuaikan kondisi perusahaan dan kebutuhan dukungan jaringan pada perusahaan, salah satu opsi penyelesaian masalah untuk transfer data agar lebih mudah adalah dengan menggunakan metode VPN atau dengan menggunakan metode Cloud Storage. VPN atau yang disebut juga Virtual Private Network merupakan salah satu alternatif pengaman data yang bersifat privat yang memungkinkan penggunaannya untuk perusahaan berkembang dengan efisiensi biaya untuk perusahaan."
Sentiment Analysis Objek Wisata Kalimantan Barat Pada Google Maps Menggunakan Metode Naive Bayes,"Kalimantan Barat merupakan salah satu provinsi di Indonesia yang pariwisatanya berpotensi untuk dikembangkan. Oleh karena itu, feedback dari wisatawan  dibutuhkan untuk mengambil tindakan terkait pengembangan kualitas objek wisata Kalimantan Barat agar lebih optimal. Penelitian ini bertujuan untuk membangun sistem yang dapat melakukan sentiment analysis terhadap objek wisata di Kalimantan Barat berdasarkan data ulasan yang ada di Google Maps. Metodologi yang digunakan dalam penelitian ini adalah kerangka kerja IS Research Alan Hevner. Dalam melakukan riset sentiment analysis objek wisata Kalimantan Barat, metode yang digunakan untuk klasifikasi adalah Naïve Bayes. Sebelum melakukan klasifikasi, dilakukan tahap pre-processing yang terdiri dari casefolding, tokenizing, filtering, stemming, dan tahap pembobotan kata menggunakan TF-IDF. Berdasarkan penelitian yang  dilakukan, disimpulkan bahwa sistem dapat mengklasifikasikan kelas sentimen ulasan objek wisata yang terdapat pada Google Maps menggunakan metode Naive Bayes dengan nilai akurasi yang bervariasi dari setiap tempat wisata. Nilai akurasi tertinggi adalah 0,76 sedangkan terendah adalah 0,38. Hasil sentimen analisis yang dilakukan pada objek wisata Kalimantan Barat masuk dalam kategori yang positif. Hal ini berdasarkan performa metode Naive Bayes yang menunjukkan bahwa nilai rata-rata f1-score kelas positif adalah 0,73 lebih tinggi dibanding kelas netral 0,53 dan negatif 0.14."
Pengembangan Sistem Informasi Pelaporan Pembelajaran Daring dengan Model  Rapid Application Development  (Studi Kasus Universitas Tanjungpura),"Pembelajaran yang dilakukan dalam sebuah institusi pendidikan perlu dilaporkan pelaksanaannya guna kebutuhan seperti monitoring dan evaluasi (Monev). Pada pembelajaran daring yang memanfaatkan Learning Management System (LMS) sebagai tool, maka telah terdapat fasilitas dokumentasi yang baik untuk setiap kegiatan pembelajaran daring tersebut. Namun, dari sisi pengelola atau administrator untuk menghasilkan laporan pembelajaran secara keseluruhan dengan klasifikasi tertentu, ditemukan beberapa kendala pelaporan.  Hal tersebut dikarenakan tingkat keterpakaian yang beragam. Pelaporan pembelajaran daring bagi institusi menjadi penting guna mengetahui sejauh mana tingkat keterpakaian dan kualitas pembelajaran itu sendiri. Di Universitas Tanjungpura (Untan), pembelajaran daring dilaksanakan dengan LMS berbasis Moodle. LMS Untan dapat digunakan mulai dari dosen dan mahasiswa dan telah tersinkronisasi ke sistem informasi akademik (Siakad) Untan. Sistem pelaporan, pada penelitian ini akan memfasilitasi proses perekapan dan membantu mengetahui sejauh mana pembelajaran daring dilakukan dengan mengklasifikasikan atas tiga kategori (aktif, digunakan, dan untuk Latihan). Penelitian ini bertujuan untuk mengembangkan sistem pelaporan pembelajaran daring agar dapat membantu pengambil keputusan untuk mengetahui sejauh mana pelaksanaan pembelajaran daring diterapkan, dimana pelaporannya dapat dilakukan secara menyeluruh dan cepat. Pengembangan sistem dibuat dengan metode system development life cycle, dengan model Rapid Application Development (RAD) yaitu prototype. Data pada penelitian ini dikumpulkan dengan beberapa pendekatan yaitu studi literatur, observasi, dan Focus Group Discussion (FGD). Luaran penelitian ini berkontribusi, baik bagi pengguna (dosen dan mahasiswa) dalam meningkatkan kualitas pembelajaran daringnya, juga memudahkan pengambil keputusan dalam mengelola pembelajaran daring."
Penerapan Harmony Search Algorithm untuk Menyelesaikan Economic Dispatch dengan Memperhitungkan Rugi-Rugi Transmisi,"Penelitian ini bertujuan untuk menyelesaikan masalah Economic Dispatch (EC) menggunakan metode Artificial Intelligence (AI). Salah satu metode AI tersebut adalah Metode Harmony Search Algorithm (HSA). HSA ini merupakan suatu metode yang terinspirasi dari nada-nada musik yang di dengar. Simulasi HSA ini akan diimplementasikan pada  sistem 6 unit generator 425 MW yang ada di IEEE. Hasil simulasi menggunakan metode HSA dan metode Quadratic Programming (QP) dengan rugi-rugi transmisi adalah hasil metode HAS memperoleh biaya bahan bakar sebesar 24057,9070 $/h dan rugi-rugi transmisi sebesar 7,1246 MW. Sedangkan menggunakan metode QP memperoleh biaya bahan bakar sebesar 24059,4257 $/h dan rugi-rugi transmisi    7,1626 MW. Simulasi menggunakan metode HSA memperoleh biaya bahan bakar dan rugi rugi transmisi yang lebih kecil di bandingkan dengan menggunakan metode QP."
Kinerja Algoritma Optimasi Root-Mean-Square Propagation dan Stochastic Gradient Descent  pada Klasifikasi Pneumonia Covid-19 Menggunakan CNN,"Penelitian ini berkaitan dengan proses klasifikasi Pneumonia Covid-19 (radang paru-paru atau pneumonia yang disebabkan oleh virus corona SARS-CoV-2) dari citra hasil foto rontgen / x-ray paru-paru dengan menggunakan pendekatan pembelajaran mesin. Klasifikasi dilakukan untuk menentukan apakah kondisi paru-paru seseorang mengalami Pneumonia Covid-19, Pneumonia biasa, atau Normal / Sehat. Untuk menghasilkan kinerja klasifikasi yang lebih baik, proses optimasi seringkali digunakan pada tahap pelatihan data. Banyak teknik yang digunakan untuk melakukan optimasi tersebut, diantaranya adalah algoritma Root-Mean-Square Propagation (RMSprop) dan Stochastic Gradient Descent (SGD). Pada penelitian ini, pengujian dilakukan terhadap kedua metode tersebut untuk mengetahui kinerjanya pada klasifikasi Pneumonia Covid-19. Metode klasifikasi menggunakan Convolutional Neural Network (CNN) yang menerapkan 5 layer konvolusi dengan nilai filter 16, 32, 64, 128, dan 256. Proses pelatihan menggunakan 3.900 citra yang terdiri atas 1.300 citra pneumonia covid-19, 1.300 citra pneumonia, dan 1.300 citra normal. Sedangkan proses validasi menggunakan 450 citra dan proses pengujian mengunakan 225 citra. Berdasarkan uji coba yang telah dilakukan, implementasi algoritma optimasi RMSprop menghasilkan akurasi 87,99%, presisi 0,88, recall 0,86, dan f1 score 0,87. Sedangkan implementasi algoritma optimasi SGD menghasilkan akurasi 66,22%, presisi 0,69, recall 0,64, dan f1 score 0,67. Hasil ini memberikan informasi penting bahwa algoritma optimasi RMSprop menghasilkan kinerja yang jauh lebih baik daripada SGD pada klasifikasi Pneumonia Covid-19."
Sistem Deteksi Kelainan Neuromuscular Menggunakan Adaptive Neuro Fuzzy Inference  System dan Dekomposisi Wavelet Elektromyogram,"Sistem neuromuscular terdiri dari saraf motorik dan otot rangka yang menghasilkan aktivitas kelistrikan pada otot dan menyebabkan otot dapat berkontraksi dan menghasilkan gerak tubuh. Gangguan neuromuscular dapat terjadi pada sel saraf yang dinamakan Neuropathy dan pada sel otot yang dinamakan Myopathy. Aktivitas kelistrikan pada otot direkam melalui suatu alat yang dinamakan Electromiography (EMG). Pada penelitian ini dilakukan identifikasi sinyal EMG pasien sehat, myopathy dan neuropathy. Neuropathy merupakan gangguan yang disebabkan oleh kerusakan sel saraf. Myopathy merupakan gangguan yang disebabkan oleh kerusakan sel otot. Penanganan dan pengobatan myopathy dan neuropathy berbeda, sehingga diperlukan suatu metode yang dapat mendiagnosis dengan tepat jenis gangguan yang dialami. Analisis karakteristik sinyal EMG dilakukan menggunakan metode dekomposisi Wavelet Discrete Dyadic dan variasi fitur Root Mean Square (RMS), approximate entropy, spectral entropy dan Singular Value Decompotition (SVD) entropy. Sinyal karakteristik yang diperoleh di identifikasi menggunakan metode klasifikasi Adaptive Neuro Fuzzy Inference System (ANFIS). Performa ANFIS dalam mengidentifikasi karakteristik sinyal EMG pada masing-masing koefisien dekomposisi, menghasilkan performa terbaik pada koefisien aproksimasi ke-5 (cA5), dengan akurasi 100%, sensitivitas 100% dan spesivitas 100%."
Aplikasi Pencarian Pekerja Jasa Rumah Tangga di Sekitar dengan Metode Radius dan Rating Berbasis Android,"Berkurangnya lapangan pekerjaan akibat penurunan beberapa sektor usaha dikarenakan masa krisis akibat pandemi, membuat banyak pekerja memilih beralih menjadi pekerja rumah tangga untuk memperoleh penghasilan. Penelitian ini bertujuan untuk membuat aplikasi yang dapat mempertemukan pencari kerja dengan pemberi kerja. Digunakan Metode Radius yang memanfaatkan Google Maps API dalam mengakses lokasi pemberi kerja dan pencari kerja sehingga pencari kerja dapat dengan mudah mencari pekerjaan yang berada di sekitarnya. Pekerjaan yang telah diselesaikan akan diberikan rating oleh pemberi kerja sesuai tingkat kepuasan terhadap hasil pekerjaan pencari kerja. Aplikasi yang dibangun sudah memiliki peningkatan keamanan seperti enkripsi koneksi web service ke server Backend, verifikasi OTP nomor telepon, dan verifikasi data pengguna dengan foto kartu identitas. Menggunakan metode black box testing, semua fitur dapat berjalan secara optimal. Pengujian dilakukan terhadap 20 pengguna dengan menggunakan mobile phone berbasis android dengan beragam versi. Hasil uji coba menunjukkan bahwa semua fitur dapat berjalan secara optimal pada Android versi 7 hingga 11 dengan akurasi 95% namun 1 dari 20 pengguna tersebut tidak dapat menjalankan aplikasi karena android yang digunakan berada di bawah versi 7."
Deep Neural Network untuk Prediksi Stroke,"Pada Tahun 2019 Organisasi Kesehatan Dunia (WHO) mendudukkan stroke sebagai tujuh dari sepuluh penyebab utama kematian. Kementerian Kesehatan menggolongkan stroke sebagai penyakit katastropik karena dampaknya luas secara ekonomi dan sosial. Oleh karena itu, diperlukan peran dari teknologi informasi untuk memprediksi stroke guna pencegahan dan perawatan dini. Analisis data yang memiliki kelas tidak seimbang mengakibatkan ketidakakuratan dalam memprediksi stroke. Penelitian ini membandingkan tiga teknik oversampling untuk mendapatkan model prediksi yang lebih baik. Data kelas yang sudah diseimbangkan diuji menggunakan tiga model Arsitektur Deep Neural Network (DNN) dengan melakukan optimasi pada beberapa parameter yaitu optimizer, learning rate dan epoch. Hasil paling baik didapatkan teknik oversampling SMOTETomek dan Arsitektur DNN dengan lima hidden layer, optimasi Adam, learning rate 0.001 dan jumlah epoch 500. Skor akurasi, presisi, recall, dan f1-score masing-masing mendapatkan 0.96, 0.9614, 0.9608 dan 0.9611."
Analisa Performa RStudio Server Berbasis Cloud Menggunakan Elastic Stack sebagai Sistem Manajemen Metrik,"Reliabilitas atau keandalan merupakan salah satu sifat penting pada sebuah server dalam melayani pengguna. Salah satu cara mengukurnya ialah dengan melakukan uji perfoma. Penelitian ini bertujuan untuk mengetahui kemampuan RStudio Server pada infrastruktur cloud saat digunakan oleh multiuser dengan Elastic Stack sebagai sistem yang menangani pengumpulan, penyimpanan dan visualisasi data metriknya. Tahapan dimulai dengan mengumpulkan data berupa metrik sistem oleh Metricbeat, lalu diproses Logstash dan disimpan menjadi index dalam Elasticsearch, visualisasi data ditampilkan oleh Kibana. Pengujian kinerja server dilakukan dengan menjalankan script R berdurasi 2 menit dan 7 menit secara simultan. Hasil pengujian berupa catatan CPU Usage, Memory Usage dan durasi penyelesaian script selanjutnya di plotting pada R. Hasil analisa dari plotting data menunjukkan jumlah user yang dapat menggunakan Rstudio Server dengan spesifikasi 2 CPU dan RAM 4GB secara optimal ialah maksimal 2 user pada script dengan run time 2 menit dan 7 menit, lebih dari jumlah user itu akan mempengaruhi waktu proses penyelesaian script menjadi tingkat performa sedang hingga berat."
Smart Inventory System untuk Distribusi Vaksin dengan Metode Economic Order Quantity,"Sistem inventory adalah serangkaian aktivitas dalam melakukan proses pengelolaan data barang yang terdapat pada penyimpanan yang memiliki peran dan fungsi krusial untuk menyelesaikan permasalahan dalam mengelola, mengontrol, dan memudahkan pelaporan data barang. Sistem inventory diperlukan salah satunya untuk memanajemen persediaan stok vaksin. Saat ini manajemen persediaan vaksin pada dinas kesehatan hingga ke level puskesmas masih ditemukan permasalahan, seperti belum adanya standar perhitungan kuantitas pengadaan dan safety stock yang optimal sehingga persediaan menjadi tidak merata di beberapa wilayah yang menyebabkan terjadinya kelebihan dan kekosongan stok. Hal ini membuat pengelolaan biaya persediaan vaksin tidak efisien. Oleh karenanya, diperlukan sistem inventory yang mampu meningkatkan efisiensi pengelolaan stok vaksin yang optimal dengan meminimumkan biaya. Penelitian yang dilakukan, yaitu membangun smart inventory system menerapkan metode economic order quantity untuk mengoptimalkan persediaan dan mengimplementasikan teknologi RFID (Radio Frequency Identification) berbasis Internet of Things (IoT) untuk mengefisiensi pencatatan pergerakan stok secara otomatis. Sistem dianalisis dan dirancang menggunakan metode SDLC (System Development Life Cycle) sehingga spesifikasi kebutuhan diidentifikasi secara jelas agar dapat memecah permasalahan. Model yang digunakan adalah waterfall methodology. Selanjutnya dilakukan pengujian terhadap smart inventory system. Berdasarkan pengujian yang dilakukan menunjukkan smart inventory system memenuhi kebutuhan dalam pengelolaan stok vaksin secara efektif dan efisien dengan performance error yang terjadi hanya sebesar 1,98%."
